,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour
2028,2264,-0.164899,51.547735,POINT (527341.7521529715 184800.3153212662),3 slight,2,Sunday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2015,8,10
2029,2265,-0.151096,51.550216,POINT (528291.7977081393 185100.3128917371),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,5,16
2030,2266,-0.155898,51.545616,POINT (527971.7695807952 184580.3677796294),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,12,8
2031,2268,-0.192166,51.554813,POINT (525431.7592608894 185540.3491542834),3 slight,2,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,10,21
2032,2269,-0.145262,51.537625,POINT (528731.7713713022 183710.3796349036),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,8,23
2033,2271,-0.13608,51.522371,POINT (529411.7511247391 182030.2584858034),3 slight,1,Thursday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,18
2034,2272,-0.129969,51.548353,POINT (529761.8338593002 184930.3753590757),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,12,9
2035,2273,-0.121049,51.530315,POINT (530431.8033205803 182940.3286220022),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,2,3
2036,2274,-0.180223,51.561283,POINT (526241.789520424 186280.3769524457),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2017,7,18
2037,2275,-0.141762,51.545663,POINT (528951.7887994725 184610.3984174197),2 serious,1,Friday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,4 pelican or similar,2 dark,2 raining,2 road-wet,0 none,0 none,2016,3,1
2038,2276,-0.138747,51.534734,POINT (529191.7616709641 183400.3632795271),3 slight,1,Wednesday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,11
2039,2277,-0.130355,51.528395,POINT (529791.7917241928 182710.2821186657),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,8 other,1 road-dry,0 none,0 none,2018,10,8
2040,2278,-0.13705,51.533897,POINT (529311.8250688909 183310.281057818),2 serious,1,Tuesday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,9
2041,2279,-0.185079,51.551646,POINT (525931.7947735114 185200.3298729814),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,9
2042,2280,-0.141544,51.547458,POINT (528961.8328984235 184810.3941086981),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,4,18
2043,2281,-0.141123,51.525958,POINT (529051.7718784141 182420.2474578811),2 serious,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,9 unknown (s/r),2016,11,19
2044,2282,-0.175921,51.55235,POINT (526564.7519096982 185294.4115299829),3 slight,2,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,7,22
2045,2283,-0.129112,51.516505,POINT (529911.8164898375 181390.2740635352),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,18
2046,2284,-0.12727,51.531539,POINT (529996.8286258626 183065.3793480428),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,18
2047,2285,-0.124827,51.540123,POINT (530141.8045236344 184024.2932391494),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2017,10,23
2048,2286,-0.177299,51.554313,POINT (526463.7790955581 185510.3252548901),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,6 crossroads,9 unknown (s/r),0 no xing facility in 50m,1 daylight,8 other,2 road-wet,0 none,0 none,2019,7,18
2049,2287,-0.170866,51.539196,POINT (526951.7780380704 183840.3767391924),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,18
2050,2288,-0.134425,51.524054,POINT (529521.7910251714 182220.3402955003),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,2 road-wet,0 none,0 none,2018,10,5
2051,2289,-0.189078,51.553012,POINT (525650.7893923988 185345.3644431881),3 slight,1,Monday,3 dual cwy,3 40 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,10,10
2052,2290,-0.124584,51.530605,POINT (530185.787904095 182966.2869563056),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,7,16
2053,2291,-0.184695,51.551514,POINT (525958.7811934092 185186.3114458593),3 slight,2,Thursday,3 dual cwy,3 40 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,7 fog/mist,4 road-frost/ice,0 none,0 none,2019,5,3
2054,2292,-0.11131,51.518288,POINT (531141.8252161075 181620.2769618715),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,5,19
2055,2294,-0.190532,51.55236,POINT (525551.7824644272 185270.3640951468),3 slight,1,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,6,18
2056,2295,-0.124673,51.529833,POINT (530181.8153067759 182880.2794227735),3 slight,1,Friday,3 dual cwy,2 30 mph,9 other jun,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2017,7,21
2057,2296,-0.130956,51.520761,POINT (529771.7889253477 181860.2875691113),3 slight,1,Thursday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,11,7
2058,2297,-0.179128,51.541752,POINT (526371.7560197428 184110.3231812377),3 slight,1,Thursday,1 roundabout,1 <= 20 mph,1 roundabout,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,2 road-wet,0 none,0 none,2018,9,12
2059,2298,-0.190194,51.535449,POINT (525621.7404620971 183390.3574084902),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,9
2060,2299,-0.125187,51.520849,POINT (530171.7620652617 181880.3118205871),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,9
2061,2300,-0.162208,51.549006,POINT (527524.7793997594 184946.3405396077),2 serious,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,18
2062,2301,-0.153705,51.549898,POINT (528111.8074860908 185060.3809225758),3 slight,1,Wednesday,6 single cwy,2 30 mph,9 other jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2018,1,17
2063,2302,-0.19149,51.550037,POINT (525491.7538944532 185010.3921702627),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,8,20
2064,2303,-0.155375,51.537155,POINT (528031.7580921404 183640.3817435041),3 slight,1,Tuesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,10,15
2065,2304,-0.132762,51.518901,POINT (529651.7756889801 181650.2500359066),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,15
2066,2305,-0.146159,51.536829,POINT (528671.8079924081 183620.2844039625),3 slight,1,Thursday,2 one-way st,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,10,18
2067,2306,-0.136762,51.533893,POINT (529331.8106410012 183310.3448924004),3 slight,1,Monday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,3,19
2068,2307,-0.136939,51.533086,POINT (529321.8200486745 183220.2906510898),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,5,8
2069,2309,-0.144163,51.525647,POINT (528841.7729510701 182380.3101356998),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,14
2070,2311,-0.130972,51.527416,POINT (529751.7755312345 182600.3201691901),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,4,22
2071,2312,-0.120981,51.530907,POINT (530434.8291089678 183006.2823493672),3 slight,1,Sunday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,4,1
2072,2313,-0.132272,51.518543,POINT (529686.7869085509 181611.3066769484),2 serious,1,Friday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,15
2073,2314,-0.197031,51.559474,POINT (525081.7222593037 186050.3521157597),3 slight,2,Monday,3 dual cwy,2 30 mph,7 multi jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,13
2074,2316,-0.175384,51.541604,POINT (526631.7882840938 184100.3336419843),3 slight,3,Saturday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,13
2075,2317,-0.145677,51.541588,POINT (528691.8207285317 184150.3524141072),3 slight,1,Friday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,18
2076,2318,-0.127912,51.517655,POINT (529991.8025725553 181520.2874175279),3 slight,1,Sunday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,12
2077,2320,-0.148735,51.558632,POINT (528431.7983411239 186040.3503286875),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,17
2078,2321,-0.184719,51.537873,POINT (525994.7602745378 183669.3246752715),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,9
2079,2322,-0.175035,51.543127,POINT (526651.7641254647 184270.3020436609),3 slight,1,Friday,6 single cwy,3 40 mph,7 multi jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,13
2080,2323,-0.131537,51.51783,POINT (529739.8044546327 181533.3202362976),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,9
2081,2324,-0.162759,51.543565,POINT (527501.7741012743 184340.3167625976),3 slight,1,Sunday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,11,4
2082,2325,-0.118627,51.520159,POINT (530628.8330319922 181815.261885737),3 slight,1,Friday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,8
2083,2326,-0.105711,51.519844,POINT (531525.7961757671 181803.3500293266),2 serious,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,13
2084,2327,-0.12703,51.514916,POINT (530060.7910463064 181217.2667075156),3 slight,1,Thursday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,6,14
2085,2328,-0.177223,51.553323,POINT (526471.7913328555 185400.3636895659),3 slight,1,Monday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2015,8,10
2086,2329,-0.137994,51.52492,POINT (529271.7589574663 182310.3365953505),2 serious,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,12
2087,2330,-0.114508,51.521127,POINT (530911.8179536152 181930.2618707748),2 serious,2,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,12
2088,2331,-0.141471,51.549255,POINT (528961.8169319363 185010.3568557331),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,0 none,2018,2,13
2089,2332,-0.119111,51.517874,POINT (530601.7864185213 181560.2987119956),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,8
2090,2333,-0.145811,51.527651,POINT (528721.8077905154 182600.2647873666),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,8
2091,2335,-0.126581,51.529028,POINT (530051.766473453 182787.3700475113),3 slight,1,Saturday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,12,17
2092,2337,-0.153225,51.543955,POINT (528161.7714860488 184400.3329464031),3 slight,1,Monday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,15
2093,2338,-0.123794,51.530179,POINT (530241.7970324298 182920.3189806055),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,6
2094,2340,-0.115211,51.518081,POINT (530871.7724246579 181590.2797381241),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,8,18
2095,2343,-0.126368,51.529276,POINT (530065.8344232534 182815.3268943763),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2019,11,1
2096,2344,-0.173047,51.560362,POINT (526741.743133888 186190.3578846364),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,12,9
2097,2345,-0.165927,51.536511,POINT (527301.7694252861 183550.367823954),3 slight,1,Monday,6 single cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,6,9
2098,2348,-0.140779,51.549604,POINT (529008.8079884851 185050.3864178848),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,18
2099,2349,-0.179637,51.547066,POINT (526321.7549619698 184700.3869926708),3 slight,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,2 raining,1 road-dry,0 none,0 none,2018,4,18
2100,2350,-0.172664,51.541112,POINT (526821.7695788144 184050.3288272356),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,10,9
2101,2353,-0.177835,51.545239,POINT (526451.7581887837 184500.326615132),3 slight,1,Thursday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,12,12
2102,2354,-0.126193,51.51636,POINT (530114.7536154573 181379.3312808575),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2019,8,11
2103,2355,-0.135438,51.541606,POINT (529401.7762489087 184170.4010925762),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,7,16
2104,2356,-0.138639,51.528545,POINT (529216.7613037857 182712.3123611209),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,8 other,1 road-dry,0 none,0 none,2017,3,12
2105,2357,-0.13966,51.537086,POINT (529121.7908497276 183660.3047711791),3 slight,1,Sunday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,1,12
2106,2358,-0.131229,51.521125,POINT (529751.8158202642 181900.2820007023),3 slight,1,Friday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,1 daylight,4 fine/high winds,1 road-dry,0 none,0 none,2018,5,15
2107,2359,-0.175165,51.543489,POINT (526641.7455581733 184310.3332729071),3 slight,2,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2016,5,0
2108,2360,-0.128526,51.52378,POINT (529931.7835765262 182200.3201993495),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,11
2109,2361,-0.125737,51.528501,POINT (530111.8095006873 182730.2649603786),3 slight,1,Friday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,9
2110,2362,-0.125848,51.529313,POINT (530101.7972409509 182820.3651910113),3 slight,1,Tuesday,3 dual cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,6,8
2111,2363,-0.14231,51.539286,POINT (528931.8004687554 183900.2839857052),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,13
2112,2364,-0.144924,51.542385,POINT (528741.7887841791 184240.3060355542),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2016,1,15
2113,2365,-0.121721,51.517502,POINT (530421.7684163371 181514.27993667),3 slight,1,Thursday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),1 daylight,1 fine,1 road-dry,9 unknown (s/r),0 none,2019,10,2
2114,2366,-0.122076,51.536896,POINT (530341.7855320249 183670.3318932352),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,19
2115,2367,-0.109425,51.522035,POINT (531261.8382515159 182040.3330665921),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,10,7
2116,2369,-0.137773,51.540923,POINT (529241.7931271465 184090.3243009853),3 slight,1,Monday,2 one-way st,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2017,1,11
2117,2370,-0.126856,51.522314,POINT (530051.8052652656 182040.2599207472),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,18
2118,2372,-0.162742,51.554716,POINT (527471.8064847176 185580.389171437),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,6 ped in cwy (not inj),2018,1,16
2119,2374,-0.173792,51.541759,POINT (526741.7530436856 184120.3249974923),3 slight,1,Monday,2 one-way st,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,4 fine/high winds,1 road-dry,0 none,0 none,2015,1,20
2120,2375,-0.129775,51.524969,POINT (529841.7605252705 182330.3261553914),3 slight,1,Friday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,11
